fondo,2025-05-30,2025-06-30,2025-07-31,2025-08-29,2025-09-30,2025-10-31,2025-11-28,2025-12-30,2026-01-30,2026-02-27,2026-03-31
Pellegrini Acciones - Clase B,6.7819,-11.6094,15.6921,-14.3279,-12.2316,65.4058,1.6293,1.7088,4.654,-17.5415,12.6188
Pionero Acciones,7.3194,-12.5223,15.6559,-15.5755,-12.6061,64.6366,0.5756,1.2429,,,
Premier Renta Variable - Clase A,7.3679,-12.4224,16.0255,-14.7463,-11.4871,67.3921,0.6377,0.8461,5.382,-17.2732,13.379
Premier Renta Variable - Clase B,7.306,-12.4746,15.9564,-14.7938,-11.5416,67.2924,0.5836,0.7841,5.3192,-17.3178,13.3092
Premier Renta Variable - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBS Acciones Argentina - Clase A,7.7962,-12.359,17.0653,-13.7543,-12.382,67.8426,-0.0151,1.6438,3.3382,-16.9346,13.3275
SBS Acciones Argentina - Clase B,7.8851,-12.2843,17.165,-13.6856,-12.3049,67.9856,0.0619,1.7332,3.4262,-16.8707,13.4272
SBS Acciones Argentina - Clase Ley N° 27.743,7.7964,-12.3591,17.0653,-13.7543,-12.382,67.8422,-0.015,1.6439,3.3382,-16.9346,13.3277
Superfondo Renta Variable - Clase A,7.1723,-12.9186,15.6486,-14.7146,-12.1768,68.9497,0.2429,1.7429,4.7092,-16.9276,13.0176
Superfondo Renta Variable - Clase B,7.2882,-12.8213,15.7778,-14.6254,-12.0754,69.1385,0.344,1.8602,4.8262,-16.8438,13.148
Superfondo Renta Variable - Clase D,7.5226,-12.6245,16.039,-14.4452,-11.8706,69.5201,0.5485,2.0975,5.0628,-16.6743,13.4116
Superfondo Renta Variable - Clase E,7.5226,-12.6245,16.039,-14.4452,-11.8706,69.5201,0.5485,2.0975,5.0628,-16.6743,13.4116
Superfondo Renta Variable - Clase F,7.5226,-12.6245,16.039,-14.4452,-11.8706,69.5201,0.5485,2.0975,5.0628,-16.6743,13.4116
Superfondo Renta Variable - Clase H,7.1723,-12.9186,15.6486,-14.7146,-12.1768,68.9497,0.2429,1.7428,4.7091,-16.9276,13.0176
Superfondo Renta Variable - Clase I,7.2882,-12.8213,15.7777,-14.6255,-12.0755,69.1385,0.344,1.8602,4.8263,-16.8438,13.148
Allaria Acciones - Clase W Art. 11 Decreto 99/2019 y mod,-0.9116,-1.6485,-11.1732,0.8599,-9.1217,0.6382,-0.2659,-0.1641,1.6934,2.4242,0.1352
MAF Acciones Argentinas - Clase D,-0.9684,-1.6112,-10.91,0.1426,-9.3898,0.8278,0.5439,-0.3411,1.4589,2.7736,-0.1525
MAF Acciones Argentinas - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Superfondo Renta Variable - Clase G,7.5226,-12.6245,16.039,-14.4452,-11.8706,69.5201,0.5485,2.0975,5.0628,-16.6743,13.4116
Superfondo Renta Variable - Clase L,7.5226,-12.6245,16.039,-14.4452,-11.8706,69.5201,0.5485,2.0975,5.0628,-16.6743,13.4116
Allaria Equity Selection - Clase A,0.4125,7.0986,1.4377,8.8142,19.9687,-1.1137,9.2598,-5.6541,18.4439,0.3515,-1.793
Allaria Equity Selection - Clase B,0.522,7.2186,1.5516,8.9285,20.1075,-1.0027,9.3705,-5.5446,18.5766,0.453,-1.6791
Allaria Equity Selection - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio A. Roca Valores Negociables,8.0091,-14.2985,13.4884,-19.0384,-11.1631,72.913,1.5903,0.3048,4.2893,-18.7603,10.6184
IEB Value - Clase A,7.6469,-12.3122,16.3458,-14.1433,-12.2972,66.9333,0.0973,1.2054,5.1312,-17.1612,15.2679
IEB Value - Clase B,7.78,-12.2001,16.4945,-14.0407,-12.1815,67.1466,0.2128,1.3389,5.2655,-17.0656,15.3692
IEB Value - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Value - Clase Ley N° 27.743,7.6473,-12.3123,16.3456,-14.1431,-12.2972,66.9334,0.0974,1.2055,5.1301,-17.1634,0.9389
IEB Value - Clase D,6.2879,-13.5586,3.6404,-13.5132,-20.9314,69.1076,0.1558,0.8554,6.6554,-14.8657,15.0839
IEB Value - Clase E,-1.2585,-1.4073,-10.9076,0.7255,-9.8439,1.3316,0.0657,-0.3611,1.4827,2.7597,-0.158
IEB Value - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valiant Renta Variable - Clase A,5.9521,-13.4993,18.0018,-13.1029,-10.4102,61.1864,3.3251,-0.7775,3.0449,-18.6062,13.0553
Valiant Renta Variable - Clase B,5.9084,-13.5361,17.9516,-13.1375,-10.4496,61.1178,3.2854,-0.8212,3.001,-18.6376,13.0056
Superfondo Acciones Brasil - Clase C,1.5649,7.752,4.0648,8.5185,18.8926,-2.0431,7.2306,-2.4976,13.9307,-0.0775,-1.6299
Superfondo Acciones Brasil - Clase A,0.6633,7.0761,-7.191,9.0519,4.5723,0.0898,6.2877,-2.4573,15.1895,2.5578,-1.8299
Superfondo Acciones Brasil - Clase B,0.9879,7.4326,-6.882,9.3917,4.9317,0.4232,6.6073,-2.122,15.5732,2.8661,-1.4924
Alpha Recursos Naturales - Clase A,14.0398,-7.5705,15.1823,-9.6689,-2.4434,39.3205,5.0019,0.3776,5.2894,-11.7286,16.2117
Alpha Recursos Naturales - Clase B,13.6991,-7.8559,14.8267,-9.9298,-2.7543,38.8904,4.709,0.0577,4.974,-11.8991,15.9552
Alpha Recursos Naturales - Clase C,-1.2551,0.0481,-12.2191,0.0912,-9.2594,1.3124,0.0661,-0.3434,1.458,2.7761,-0.1525
Alpha Recursos Naturales - Clase D,12.2712,-7.8104,0.796,-9.8459,-11.7573,40.7104,4.7777,-0.2847,6.5013,-9.4845,15.737
Alpha Recursos Naturales - Clase I,-1.2593,0.0531,-12.2212,0.0908,-9.2552,1.3124,0.0658,-0.3483,1.4639,2.7751,-0.1518
Alpha Recursos Naturales - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Recursos Naturales - Clase K,13.6991,-7.8559,14.8267,-9.9298,-2.7543,38.8904,4.709,0.0577,4.974,-11.8992,15.9552
Delta Internacional - Clase A,10.8075,-8.521,14.4103,-9.6005,-4.0913,40.2975,2.7302,-0.0046,3.0826,-14.303,6.2936
Delta Internacional - Clase B,10.9351,-8.4122,14.5464,-9.4998,-3.9734,40.4644,2.8407,0.1182,3.2053,-14.2109,6.4241
Delta Internacional - Clase K Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Internacional - Clase L Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Internacional - Clase F,10.4608,-9.3649,2.0822,-9.5205,-15.3248,43.8439,1.4385,-1.2425,1.192,2.6367,-0.4556
Delta Internacional - Clase G,-0.313,-0.9229,-10.776,0.0884,-11.7134,2.5276,-1.2578,-0.0462,1.1915,2.6371,-0.4546
Delta Internacional - Clase I,-1.238,0.0,-12.117,0.0,-9.1918,1.2216,0.1724,-0.3442,1.3817,2.7257,-0.1658
Alpha Latam - Clase A,0.3654,5.1889,-5.5822,5.9178,2.8602,0.2721,6.8653,-4.9595,17.5738,3.2253,-3.8317
Alpha Latam - Clase B,0.1607,4.9673,-5.7809,5.7089,2.6362,0.0607,6.6619,-5.1663,17.3301,3.0626,-4.005
Alpha Latam - Clase C,0.1856,4.9943,-5.7572,5.7343,2.6636,0.0862,6.6868,-5.1412,17.3561,3.0528,-4.0157
Alpha Latam - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Latam - Clase H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Latam - Clase I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Latam - Clase Q Ley N° 27.743,0.1605,4.9674,-5.781,5.7092,2.6364,0.0606,6.662,-5.1665,17.3258,3.0289,-4.0411
Alpha Latam - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1576,17.5731,3.2259,-3.8317
Alpha Latam - Clase K,0.1686,4.9674,-5.781,5.709,2.6365,0.0607,6.662,-5.1665,17.3302,3.0628,-4.0051
Compass Renta Mixta II - Clase A,4.1579,5.0114,0.9731,8.3816,17.9831,-3.0683,3.877,-4.256,17.9574,2.0297,-2.8137
Compass Renta Mixta II - Clase B,4.2589,5.1203,1.0742,8.4897,18.1115,-2.9627,3.9651,-4.1648,18.0806,2.1212,-2.7171
Compass Renta Mixta II - Clase C,4.4234,5.2973,1.2385,8.6654,18.3205,-2.7908,4.1047,-4.0203,18.2766,2.2664,-2.5633
Compass Renta Mixta II - Clase H,4.1577,5.0114,0.973,8.3816,17.9831,-3.0681,3.8773,-4.256,17.9573,2.0299,-2.8137
Compass Renta Mixta II - Clase I,4.4233,5.2972,1.2388,8.6654,18.3203,-2.7908,4.1044,-4.0203,18.2765,2.2664,-2.5633
FBA Acciones Latinoamericana - Clase A,3.6539,1.7806,10.0944,0.5393,11.8495,-1.0618,7.7872,-0.1582,20.1789,1.1466,0.1473
FBA Acciones Latinoamericana - Clase B,3.7845,1.9131,10.2377,0.6617,11.9999,-0.9329,7.914,-0.024,20.3354,1.2655,0.2819
Superfondo Latinoamerica - Clase C,4.2168,6.8627,7.8115,3.7079,16.1419,2.4953,6.1012,-0.1926,13.5132,1.3726,-0.2078
Superfondo Latinoamerica - Clase D,4.3673,7.0222,7.9724,3.8526,16.3208,2.6483,6.2442,-0.0388,13.6827,1.5092,-0.0541
Superfondo Latinoamerica - Clase A,3.2911,6.1916,-3.8502,4.2171,2.1521,4.7264,5.1674,-0.1521,14.7668,4.0455,-0.4114
Superfondo Latinoamerica - Clase B,3.624,6.5454,-3.53,4.5417,2.5034,5.0752,5.4838,0.1913,15.1491,4.3584,-0.069
Delta Latinoamerica - Clase A,-0.1962,6.1682,1.9829,6.3933,17.1909,-1.7521,7.8387,-2.7338,17.1961,5.2001,-2.5605
Delta Latinoamerica - Clase B,-0.0812,6.2945,2.1042,6.5118,17.3349,-1.6352,7.9546,-2.6143,17.3355,5.3132,-2.4408
Fima Acciones Latinoamerica - Clase A,1.0733,8.7906,-7.7576,7.467,4.2969,1.7506,7.3131,-0.2514,16.6931,4.4417,-1.6646
Fima Acciones Latinoamerica - Clase B,1.0946,8.8144,-7.7379,7.4885,4.32,1.7717,7.3348,-0.2293,16.7182,4.462,-1.6427
Fima Acciones Latinoamerica - Clase C,1.1148,8.8372,-7.7181,7.5095,4.343,1.7927,7.3563,-0.2069,16.7433,4.4823,-1.6209
Compass Renta Mixta Dólares - Clase D,,0.4029,0.5823,0.8133,1.8845,-0.7775,0.9847,0.9419,1.3468,0.6891,-1.3861
Compass Renta Mixta Dólares - Clase E,,0.4814,0.6736,0.896,1.9768,-0.687,1.0552,1.0217,1.4345,0.7643,-1.3039
Compass Renta Mixta Dólares - Clase F,,0.5892,0.7986,1.0094,2.1037,-0.5634,1.1527,1.1312,1.5556,0.8671,-1.1923
Compass Renta Mixta Dólares - Clase A,,0.403,0.5831,0.8133,1.8849,-0.7768,0.9842,0.9419,1.3465,0.6892,-1.3857
Compass Renta Mixta Dólares - Clase B,,0.4876,0.6738,0.8955,1.9768,-0.6869,1.0553,1.0219,1.4343,0.7642,-1.3046
Compass Renta Mixta Dólares - Clase C,,0.5892,0.7986,1.0094,2.1037,-0.5634,1.1527,1.1312,1.5556,0.8671,-1.1923
Cocos Acciones - Clase A,,,14.6574,-9.666,-10.2238,55.5114,3.4121,1.7348,2.9115,-11.3927,12.3589
Cocos Acciones - Clase B,,,14.6572,-9.6662,-10.2236,55.5121,3.412,1.7347,2.9117,-11.3927,12.3588
Cocos Acciones - Clase C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocos Acciones - Clase Ley N° 27.743,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dracma Multiestrategia II - Clase A,,,,,,47.0148,4.41,2.3257,2.2141,-13.6486,10.5372
Dracma Multiestrategia II - Clase B,,,,,,47.02,4.4212,2.345,2.2467,-13.6446,10.5601
Dracma Multiestrategia II - Clase C,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Dracma Multiestrategia II - Clase D,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SBS Acciones Brasil - Clase A,,,,,,-2.2693,7.688,-3.5808,18.9507,-1.9644,1.6647
SBS Acciones Brasil - Clase B,,,,,,-2.1444,7.8122,-3.4534,19.103,-1.8512,1.7986
SBS Acciones Brasil - Clase Ley N° 27.743,,,,,,-2.2693,7.6878,-3.5807,18.9509,-1.9644,1.6645
Fima Acciones - Clase E,,,,,,67.2387,1.4852,0.874,3.8503,-17.6818,12.2063
Balanz Renta Variable Global - Clase A,,,,,,2.0618,-0.8748,0.6318,1.1267,-2.5158,-4.0086
Balanz Renta Variable Global - Clase B,,,,,,2.0626,-0.8744,0.6318,1.1268,-2.5159,-4.0085
Compass Renta Mixta Dólares - Clase H Ley N° 27.743,,,,,,-0.6606,1.0236,0.9417,1.3463,0.6892,-1.386
Max Acciones Argentinas - Clase H Ley N° 27.743,,,,,,,0.1331,2.1072,4.5084,-17.1914,12.9274
SBS Tavelli Plus - Clase P,,,,,,,0.5474,0.1949,4.5131,-11.3625,9.5112
FBA Acciones Globales Dólar I - Clase B,,,,,,,,,0.017,-0.0091,-0.0392
Pionero Acciones - Clase A,,,,,,,,,,-17.5366,14.1991
Pionero Acciones - Clase B,,,,,,,,,,,14.3617
1822 Raices Gestion,5.39,-3.3225,8.5233,-5.1526,-2.7188,25.2074,2.2718,0.6688,6.1298,-5.12,5.2766
CMA Performance - Clase A,0.3895,0.6579,8.565,-5.8276,3.5968,7.3267,1.0425,0.782,2.2102,-3.1869,-0.818
CMA Performance - Clase B,0.435,0.7051,8.6159,-5.7864,3.6469,7.3769,1.0852,0.8307,2.2581,-3.146,-0.7701
CMA Performance - Clase Ley N° 27.743,0.3897,0.6578,8.5652,-5.8275,3.5968,7.3265,1.0425,0.7819,2.2103,-3.1869,-0.0674
Gainvest Capital - Clase A,-7.4381,-15.3109,-14.1019,-19.4127,-15.7839,-13.5638,-17.6365,-41.5895,-1.0533,-13.9832,11.8936
Gainvest Capital - Clase B,-7.4381,-15.3109,-14.1018,-19.4128,-15.7839,-13.5639,-17.6365,-41.5895,-1.0534,-13.9832,11.8935
Gainvest Capital II - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gainvest Capital II - Clase B,4.1301,0.3054,-3.0442,3.032,0.6213,0.5452,-19.914,0.0,0.0,0.0,0.0
Gainvest Capital NR D.596 - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gainvest Capital RP D.596 - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gainvest Capital RP D.596 - Clase B,-4.8779,-6.4474,-14.0159,-13.6845,-9.0272,12.2949,,,,,
Gestionar Renta Fija - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gestionar Renta Fija - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimum Multi Asset Fund - Clase A,4.8979,-0.0838,-0.4583,0.3433,-6.2239,26.1795,3.0172,3.7493,1.9714,4.4767,8.031
Optimum Multi Asset Fund - Clase B,4.9402,-0.0421,-0.4168,0.3824,-6.1835,26.2321,3.056,3.794,2.014,4.5161,8.0775
Optimum Multi Asset Fund - Clase C,5.0611,0.077,-0.2982,0.4943,-0.9059,0.0,0.0,0.0,0.0,0.0,0.0
Pionero Ahorro Max FCI - Clase A,2.1321,2.2211,1.9297,3.5965,4.225,3.7464,2.6284,,,,
Pionerol Ahorro Max FCI - Clase B,2.1784,2.269,1.9774,3.6418,4.2754,3.795,2.6718,,,,
SBS Gestion Renta Fija - Clase A,2.3642,2.1661,1.9182,1.9719,4.2489,4.0111,3.2545,2.4857,2.7764,2.8008,3.0209
SBS Gestion Renta Fija - Clase B,2.4063,2.2096,1.9615,2.0125,4.2946,4.0554,3.2942,2.5307,2.8201,2.8402,3.0662
SBS Gestion Renta Fija - Clase Ley N° 27.743,2.3643,2.1661,1.918,1.9719,4.2489,4.011,3.2545,2.4857,2.7763,2.8007,3.0209
Adcap Renta Fija - Clase A,-2.3173,2.5923,2.6255,2.5493,4.2833,5.1509,2.646,2.255,2.476,2.3103,2.5973
Adcap Renta Fija - Clase B,-2.273,2.6403,2.6736,2.5942,4.3337,5.2001,2.6894,2.3044,2.5239,2.3535,2.6469
Adcap Renta Fija - Clase C,-2.0846,2.8448,2.8781,2.7854,4.5482,5.4097,2.8742,2.5148,2.7282,2.5377,2.858
Adcap Renta Fija - Clase Ley Nº 27.743,-2.0845,2.8447,2.878,2.7855,4.5481,5.4098,2.8743,2.5146,0.202,0.0,0.0
ST Renta Fija - Clase A,2.2474,-1.6938,12.4032,0.7129,4.4949,6.7824,1.5157,1.2601,0.3629,,
ST Renta Fija - Clase B,2.239,-1.7022,12.3938,0.7049,4.4857,6.7733,1.5079,1.2512,0.3543,,
ST Renta Fija - Clase C,2.4676,-1.475,12.6536,0.9227,4.7351,7.02,1.7198,1.4928,0.5862,,
ST Renta Fija - Clase D,2.4676,-1.475,12.6536,0.9226,4.735,7.02,1.7197,1.4928,0.5863,,
HF Renta Fija Argentina Cash Letes D.596 - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
HF Renta Fija Argentina Cash Letes D.596 - Clase I,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1810 Ahorros Activos,5.2585,-0.181,-1.1014,-0.4521,-5.2568,22.5085,3.281,3.1882,2.554,4.8441,8.1213
1810 Renta Fija Argentina,3.6996,1.4409,9.2562,-1.7044,5.5012,1.7017,1.254,0.068,0.1172,-1.5798,1.7985
Adcap Balance Multiactivo  - Clase A,4.5164,-1.7532,-1.3844,3.2554,3.5256,4.2212,2.3921,1.4185,2.613,3.2278,4.4135
Adcap Balance Multiactivo - Clase B,4.5591,-1.7113,-1.3424,3.2966,3.5716,4.2658,2.4319,1.4631,2.6567,3.2675,4.4557
Adcap Balance Multiactivo - Clase Ley Nº 27.743,4.5163,-1.753,-1.3844,3.2555,3.5259,4.2215,2.3925,1.4185,2.7393,2.1657,0.0
Adcap Balanceado II - Clase A,5.0247,,,,,,,,,,
Adcap Balanceado II - Clase B,5.0682,,,,,,,,,,
Adcap Balanceado II - Clase C,5.2964,,,,,,,,,,
Adcap Balanceado II - Clase Ley Nº 27.743,5.0248,,,,,,,,,,
Adcap Balanceado IX - Clase A,-0.0001,2.3065,2.9919,2.8587,3.0432,2.8035,2.357,2.5382,0.4562,-1.3895,0.2488
Adcap Balanceado IX - Clase B,-0.2171,2.179,2.8746,2.749,2.9135,2.6864,2.2517,2.4175,0.3417,-1.4238,0.1311
Adcap Balanceado IX - Clase C,-0.0001,0.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado IX - Clase Ley Nº 27.743,-0.0001,0.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado VII - Clase A,0.0,1.3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado VII - Clase B,3.1233,3.1561,3.1577,3.116,4.0541,3.8961,3.3664,3.685,3.2699,2.8312,2.9837
Adcap Balanceado VII - Clase C,0.0,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado XIII - Clase A,-3.6424,0.7991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado XIII - Clase B,-3.8515,2.4522,2.4199,2.9695,4.3712,4.131,3.1674,2.5418,2.5512,2.409,2.9626
Adcap Balanceado XIII - Clase C,-3.6424,0.7991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado XVI - Clase A,2.507,2.3679,2.1968,2.684,4.0704,4.5297,2.5563,1.9403,2.5635,2.8932,2.6618
Adcap Balanceado XVI - Clase B,2.583,2.4463,2.275,2.7575,4.1527,4.6098,2.6273,2.021,2.6421,2.9644,2.743
Adcap Balanceado XVI - Clase C,2.7638,2.633,2.4614,2.9327,4.3486,4.8004,2.7961,2.2128,2.8291,3.0984,2.7746
Adcap Balanceado XVI - Clase Ley Nº 27.743,2.5041,2.3678,2.1967,2.6829,4.0698,4.5297,2.5565,1.9405,2.5635,2.3663,0.0
Adcap Balanceado XVII - Clase A,-3.4958,-0.926,12.3289,-3.9877,-0.3691,16.4633,-0.2994,1.2971,1.7157,-6.134,3.7087
Adcap Balanceado XVII - Clase B,10.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado XVII - Clase C,-3.4051,-0.1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado XVII - Clase Ley Nº 27.743,-3.4051,-0.1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Renta Mixta II - Clase A,4.5913,2.4224,11.0926,0.4445,1.9104,10.539,0.8017,0.3168,-0.445,-2.2174,0.4023
Allaria Renta Mixta II - Clase B,4.6128,2.4442,11.1162,0.4645,1.9327,10.5624,0.8211,0.3388,-0.4238,-2.1986,0.4243
Allaria Renta Mixta II - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argenfunds Renta Argentina - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argenfunds Renta Argentina - Clase B,2.8562,-0.1505,1.3573,-1.1358,-2.1938,13.6944,1.467,3.286,1.5834,3.7807,4.9093
Argenfunds Renta Pesos - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argenfunds Renta Pesos - Clase B,1.0177,4.331,5.5241,1.6791,188.7718,5.401,11.7614,8.9065,7.8503,18.6252,9.5461
Balanz Capital Renta Fija - Clase A,2.3777,1.4923,12.7278,-2.1837,6.1841,6.2887,0.9691,0.9261,-0.4935,-2.1001,-1.2456
Balanz Capital Renta Fija - Clase B,2.4239,1.5366,12.7786,-2.1396,6.2305,6.3366,1.0132,0.9717,-0.4486,-2.0602,-1.201
Balanz Capital Renta Fija - Clase C,2.4457,1.5576,12.8026,-2.1188,6.2524,6.3592,1.034,0.9931,-0.4274,-2.0414,-1.18
Balanz Capital Renta Fija - Clase D,2.4543,1.5659,12.8122,-2.1104,6.2611,6.3683,1.0424,1.0017,-0.4189,-2.0338,-1.1715
Balanz Capital Renta Fija - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Renta Fija - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Renta Fija - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Renta Fija - Clase L Ley Nº 27.743,2.3776,1.4924,12.7276,-2.1837,6.1842,6.2886,0.969,0.9262,-0.5037,-0.1717,0.0
Balanz Excalibur Regisseur - Clase A,2.4058,0.0621,0.7506,0.6266,-0.838,13.0194,2.9804,2.412,2.3904,3.8727,5.2797
Balanz Excalibur Regisseur - Clase B,2.452,0.1058,0.796,0.672,-0.7947,13.0705,3.0254,2.4582,2.4366,3.9151,5.3272
Balanz Excalibur Regisseur - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Excalibur Regisseur - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Excalibur Regisseur - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Excalibur Regisseur - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Excalibur Regisseur - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Performance XIII - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Performance XIII - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Performance XIII - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Performance XIII - Clase D,3.4554,-1.3032,2.1339,0.3805,3.6383,2.6994,1.3297,1.4241,1.8457,2.972,3.7286
Bull Market Ahorro Pesos - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bull Market Ahorro Pesos - Clase B,-0.2144,0.9507,2.2522,2.7542,3.7535,5.264,1.46,1.583,2.5086,2.344,2.0915
Chaco Abierto Ahorro - Clase A,0.9834,1.4334,2.0053,3.3174,4.0885,4.0458,3.2215,2.1705,2.6633,2.8691,3.685
Chaco Abierto Ahorro - Clase B,0.9834,1.4334,2.0053,3.3174,4.0885,4.0458,3.2215,2.1705,2.6633,2.8691,3.685
Compass Renta Fija IV - Clase A,2.7455,1.1849,3.6227,0.7681,3.1512,7.3219,2.8183,2.2692,2.6218,1.7213,2.6044
Compass Renta Fija IV - Clase B,2.8338,1.2678,3.721,0.855,3.2499,7.4242,2.8943,2.3543,2.7156,1.801,2.6937
Compass Renta Fija IV - Clase C,2.8632,1.2955,3.7538,0.884,3.2826,7.4583,2.9196,2.3826,2.7468,1.8275,2.7234
Compass Renta Fija IV - Clase I Ley 27.743,2.834,1.3069,3.9415,1.0498,3.47,7.6535,3.0644,2.5448,2.9256,1.9792,2.8936
Consultatio Multiestrategia - Clase A,3.1426,-1.5041,2.676,4.6247,2.6451,5.8653,5.1481,2.4717,2.5435,1.7278,2.2589
Consultatio Multiestrategia - Clase B,3.2699,-1.3785,2.8069,4.7495,2.7802,6.0003,5.2692,2.6065,2.6742,1.845,2.3935
Consultatio Multiestrategia - Clase C,3.3124,-1.3366,2.8506,4.7911,2.8253,6.0923,5.4402,2.797,2.8588,2.0104,2.5836
Consultatio Renta Dolares - Clase A,4.3311,-0.2085,2.073,-0.5182,-5.0046,21.488,2.2643,2.856,1.8934,2.1933,5.2881
Consultatio Renta Dolares - Clase B,4.4512,-0.0898,2.1945,-0.4075,-4.8879,21.6325,2.3742,2.9823,2.0147,2.3031,5.4174
Consultatio Renta Dolares - Clase C,4.5341,-0.0079,2.2783,-0.3311,-4.8074,21.7323,2.45,3.0695,2.0983,2.3789,5.5067
Consultatio Renta Local - Clase A,2.9139,1.0522,2.4951,3.781,4.4691,3.5852,2.5502,1.5849,2.4826,2.7586,2.7812
Consultatio Renta Local - Clase B,3.0197,1.154,2.5604,3.8428,4.5379,3.6512,2.6092,1.6517,2.5479,2.8178,2.8488
Consultatio Renta Local - Clase C,3.0367,1.1773,2.6258,3.9047,4.6066,3.7173,2.6682,1.7186,2.6132,2.877,2.9164
Consultatio Renta Nacional - Clase A,4.4783,1.0435,1.1213,1.2715,3.1203,7.5058,3.6678,2.6218,2.7252,3.9931,4.5361
Consultatio Renta Nacional - Clase B,4.5427,1.1079,1.1857,1.3319,3.1881,7.5743,3.7274,2.6893,2.7907,4.0529,4.6049
